0 0 1.96219e-12
0 1 4.02673e-12
0 2 8.14434e-12
0 3 1.6235e-11
0 4 3.18963e-11
0 5 6.17622e-11
0 6 1.17868e-10
0 7 2.21699e-10
0 8 4.10983e-10
0 9 7.50889e-10
0 10 1.35214e-09
0 11 2.39971e-09
0 12 4.19749e-09
0 13 7.23623e-09
0 14 1.2295e-08
0 15 2.05891e-08
0 16 3.39812e-08
0 17 5.52755e-08
0 18 8.86175e-08
0 19 1.40023e-07
0 20 2.18058e-07
0 21 3.34685e-07
0 22 5.06284e-07
0 23 7.54822e-07
0 24 1.10914e-06
0 25 1.60629e-06
0 26 2.29272e-06
0 27 3.22532e-06
0 28 4.47185e-06
0 29 6.11074e-06
0 30 8.22987e-06
0 31 1.09241e-05
0 32 1.42912e-05
0 33 1.84267e-05
0 34 2.34163e-05
0 35 2.93279e-05
0 36 3.62023e-05
0 37 4.40438e-05
0 38 5.28112e-05
0 39 6.24108e-05
0 40 7.26919e-05
0 41 8.3446e-05
0 42 9.44099e-05
0 43 0.000105274
0 44 0.000115696
0 45 0.000125317
0 46 0.00013378
0 47 0.000140756
0 48 0.000145961
0 49 0.000149175
0 50 0.000150263
0 51 0.000149175
0 52 0.000145961
0 53 0.000140756
0 54 0.00013378
0 55 0.000125317
0 56 0.000115696
0 57 0.000105274
0 58 9.44099e-05
0 59 8.3446e-05
0 60 7.26919e-05
0 61 6.24108e-05
0 62 5.28112e-05
0 63 4.40438e-05
0 64 3.62023e-05
0 65 2.93279e-05
0 66 2.34163e-05
0 67 1.84267e-05
0 68 1.42912e-05
0 69 1.09241e-05
0 70 8.22987e-06
0 71 6.11074e-06
0 72 4.47185e-06
0 73 3.22532e-06
0 74 2.29272e-06
0 75 1.60629e-06
0 76 1.10914e-06
0 77 7.54822e-07
0 78 5.06284e-07
0 79 3.34685e-07
0 80 2.18058e-07
0 81 1.40023e-07
0 82 8.86175e-08
0 83 5.52755e-08
0 84 3.39812e-08
0 85 2.05891e-08
0 86 1.2295e-08
0 87 7.23623e-09
0 88 4.19749e-09
0 89 2.39971e-09
0 90 1.35214e-09
0 91 7.50889e-10
0 92 4.10983e-10
0 93 2.21699e-10
0 94 1.17868e-10
0 95 6.17622e-11
0 96 3.18963e-11
0 97 1.6235e-11
0 98 8.14434e-12
0 99 4.02673e-12
0 100 1.96219e-12

1 0 2.06388e-12
1 1 4.2354e-12
1 2 8.56639e-12
1 3 1.70763e-11
1 4 3.35493e-11
1 5 6.49628e-11
1 6 1.23976e-10
1 7 2.33188e-10
1 8 4.3228e-10
1 9 7.89801e-10
1 10 1.42221e-09
1 11 2.52407e-09
1 12 4.41501e-09
1 13 7.61123e-09
1 14 1.29321e-08
1 15 2.16561e-08
1 16 3.57422e-08
1 17 5.814e-08
1 18 9.32098e-08
1 19 1.47279e-07
1 20 2.29358e-07
1 21 3.52029e-07
1 22 5.3252e-07
1 23 7.93938e-07
1 24 1.16662e-06
1 25 1.68953e-06
1 26 2.41154e-06
1 27 3.39246e-06
1 28 4.70359e-06
1 29 6.42741e-06
1 30 8.65636e-06
1 31 1.14902e-05
1 32 1.50318e-05
1 33 1.93816e-05
1 34 2.46298e-05
1 35 3.08477e-05
1 36 3.80784e-05
1 37 4.63262e-05
1 38 5.5548e-05
1 39 6.5645e-05
1 40 7.6459e-05
1 41 8.77703e-05
1 42 9.93024e-05
1 43 0.00011073
1 44 0.000121692
1 45 0.000131811
1 46 0.000140713
1 47 0.000148051
1 48 0.000153525
1 49 0.000156906
1 50 0.000158049
1 51 0.000156906
1 52 0.000153525
1 53 0.000148051
1 54 0.000140713
1 55 0.000131811
1 56 0.000121692
1 57 0.00011073
1 58 9.93024e-05
1 59 8.77703e-05
1 60 7.6459e-05
1 61 6.5645e-05
1 62 5.5548e-05
1 63 4.63262e-05
1 64 3.80784e-05
1 65 3.08477e-05
1 66 2.46298e-05
1 67 1.93816e-05
1 68 1.50318e-05
1 69 1.14902e-05
1 70 8.65636e-06
1 71 6.42741e-06
1 72 4.70359e-06
1 73 3.39246e-06
1 74 2.41154e-06
1 75 1.68953e-06
1 76 1.16662e-06
1 77 7.93938e-07
1 78 5.3252e-07
1 79 3.52029e-07
1 80 2.29358e-07
1 81 1.47279e-07
