0 0 0.0188445
0 1 0.0188065
0 2 0.018693
0 3 0.0185054
0 4 0.018246
0 5 0.0179177
0 6 0.0175246
0 7 0.017071
0 8 0.0165622
0 9 0.0160039
0 10 0.0154022
0 11 0.0147634
0 12 0.0140941
0 13 0.013401
0 14 0.0126907
0 15 0.0119696
0 16 0.0112441
0 17 0.01052
0 18 0.00980293
0 19 0.00909794
0 20 0.00840967
0 21 0.00774216
0 22 0.00709894
0 23 0.00648296
0 24 0.00589659
0 25 0.00534166
0 26 0.00481947
0 27 0.00433083
0 28 0.00387606
0 29 0.00345507
0 30 0.00306742
0 31 0.00271229
0 32 0.00238862
0 33 0.00209511
0 34 0.00183026
0 35 0.00159246
0 36 0.00137998
0 37 0.00119103
0 38 0.00102382
0 39 0.000876535
0 40 0.000747419
0 41 0.000634757
0 42 0.000536906
0 43 0.000452311
0 44 0.000379511
0 45 0.000317146
0 46 0.000263962
0 47 0.000218813
0 48 0.000180656
0 49 0.000148552
0 50 0.000121662
0 51 9.92376e-05
0 52 8.06208e-05
0 53 6.52327e-05
0 54 5.25693e-05
0 55 4.21936e-05
0 56 3.37295e-05
0 57 2.68547e-05
0 58 2.12951e-05
0 59 1.68184e-05
0 60 1.32294e-05
0 61 1.03644e-05
0 62 8.08711e-06
0 63 6.2848e-06
0 64 4.8645e-06
0 65 3.75001e-06
0 66 2.87922e-06
0 67 2.20174e-06
0 68 1.67689e-06
0 69 1.27201e-06
0 70 9.61002e-07
0 71 7.23114e-07
0 72 5.41922e-07
0 73 4.04497e-07
0 74 3.00706e-07
0 75 2.22646e-07
0 76 1.64187e-07
0 77 1.20589e-07
0 78 8.82117e-08
0 79 6.42676e-08
0 80 4.66344e-08
0 81 3.3703e-08
0 82 2.42593e-08
0 83 1.73915e-08
0 84 1.24177e-08
0 85 8.83072e-09
0 86 6.25458e-09
0 87 4.41213e-09
0 88 3.09989e-09
0 89 2.16916e-09
0 90 1.51177e-09
0 91 1.04937e-09
0 92 7.25466e-10
0 93 4.99522e-10
0 94 3.42563e-10
0 95 2.33978e-10
0 96 1.59168e-10
0 97 1.07841e-10
0 98 7.27719e-11
0 99 4.8909e-11
