0 0 1.65634e-09
0 1 2.44112e-09
0 2 3.56656e-09
0 3 5.16551e-09
0 4 7.41585e-09
0 5 1.0553e-08
0 6 1.48846e-08
0 7 2.08077e-08
0 8 2.88279e-08
0 9 3.95804e-08
0 10 5.38517e-08
0 11 7.26008e-08
0 12 9.69787e-08
0 13 1.28343e-07
0 14 1.68264e-07
0 15 2.18523e-07
0 16 2.81092e-07
0 17 3.58097e-07
0 18 4.51754e-07
0 19 5.6429e-07
0 20 6.97817e-07
0 21 8.54193e-07
0 22 1.03485e-06
0 23 1.24058e-06
0 24 1.47135e-06
0 25 1.72605e-06
0 26 2.00233e-06
0 27 2.29638e-06
0 28 2.60282e-06
0 29 2.91466e-06
0 30 3.22334e-06
0 31 3.51889e-06
0 32 3.7902e-06
0 33 4.02551e-06
0 34 4.21289e-06
0 35 4.34096e-06
0 36 4.39963e-06
0 37 4.38091e-06
0 38 4.27967e-06
0 39 4.09436e-06
0 40 3.82757e-06
0 41 3.48638e-06
0 42 3.08244e-06
0 43 2.63174e-06
0 44 2.15407e-06
0 45 1.67215e-06
0 46 1.21045e-06
0 47 7.93837e-07
0 48 4.46e-07
0 49 1.87944e-07
0 50 3.65152e-08
0 51 3.15982e-09
0 52 9.30029e-08
0 53 3.04339e-07
0 54 6.28592e-07
0 55 1.05075e-06
0 56 1.55028e-06
0 57 2.1024e-06
0 58 2.67969e-06
0 59 3.25386e-06
0 60 3.79748e-06
0 61 4.28571e-06
0 62 4.69766e-06
0 63 5.01751e-06
0 64 5.23515e-06
0 65 5.34637e-06
0 66 5.35269e-06
0 67 5.26071e-06
0 68 5.08123e-06
0 69 4.82817e-06
0 70 4.51732e-06
0 71 4.16524e-06
0 72 3.7881e-06
0 73 3.40086e-06
0 74 3.01658e-06
0 75 2.64597e-06
0 76 2.29722e-06
0 77 1.97603e-06
0 78 1.68576e-06
0 79 1.42779e-06
0 80 1.20187e-06
0 81 1.00649e-06
0 82 8.39317e-07
0 83 6.9752e-07
0 84 5.78041e-07
0 85 4.7783e-07
0 86 3.94004e-07
0 87 3.23945e-07
0 88 2.65356e-07
0 89 2.16283e-07
0 90 1.75101e-07
0 91 1.40496e-07
0 92 1.11418e-07
0 93 8.70457e-08
0 94 6.67352e-08
0 95 4.99767e-08
0 96 3.63532e-08
0 97 2.55041e-08
0 98 1.70981e-08
0 99 1.08133e-08
0 100 6.32832e-09

1 0 1.94325e-09
1 1 2.86398e-09
1 2 4.18437e-09
1 3 6.06028e-09
1 4 8.70044e-09
1 5 1.2381e-08
1 6 1.74629e-08
1 7 2.4412e-08
1 8 3.38215e-08
1 9 4.64366e-08
1 10 6.318e-08
1 11 8.51769e-08
1 12 1.13778e-07
1 13 1.50575e-07
1 14 1.97411e-07
1 15 2.56376e-07
1 16 3.29784e-07
1 17 4.20127e-07
1 18 5.30008e-07
1 19 6.62037e-07
1 20 8.18694e-07
1 21 1.00216e-06
1 22 1.2141e-06
1 23 1.45547e-06
1 24 1.72622e-06
1 25 2.02504e-06
1 26 2.34918e-06
1 27 2.69417e-06
1 28 3.05369e-06
1 29 3.41955e-06
1 30 3.78169e-06
1 31 4.12843e-06
1 32 4.44675e-06
1 33 4.72282e-06
1 34 4.94265e-06
1 35 5.0929e-06
1 36 5.16174e-06
1 37 5.13978e-06
1 38 5.021e-06
1 39 4.80359e-06
1 40 4.49059e-06
1 41 4.0903e-06
1 42 3.61639e-06
